"","sub","decision","reward","effort","agent","success","grupo"
"1757","3771",1,2,2,1,0,1
"1758","3771",0,3,2,1,0,1
"1759","3771",1,1,3,1,0,1
"1760","3771",1,2,3,1,0,1
"1761","3771",1,3,3,1,1,1
"1762","3771",1,1,4,1,0,1
"1763","3771",1,2,4,1,0,1
"1764","3771",1,3,4,1,0,1
"1765","3771",1,1,1,1,0,1
"1766","3771",1,2,1,1,0,1
"1767","3771",1,3,1,1,0,1
"1768","3771",1,1,2,1,0,1
"1769","3771",2,2,2,1,0,1
"1770","3771",1,3,2,1,0,1
"1771","3771",1,1,3,1,0,1
"1772","3771",1,2,3,1,0,1
"1773","3771",1,3,3,1,0,1
"1774","3771",1,1,4,1,0,1
"1775","3771",1,2,4,1,0,1
"1776","3771",1,3,4,1,0,1
"1777","3928",1,1,1,0,0,1
"1778","3928",1,2,1,0,0,1
"1779","3928",1,3,1,0,0,1
"1780","3928",2,1,2,0,0,1
"1781","3928",1,2,2,0,0,1
"1782","3928",2,3,2,0,0,1
"1783","3928",1,1,3,0,0,1
"1784","3928",1,2,3,0,0,1
"1785","3928",1,3,3,0,0,1
"1786","3928",2,1,4,0,0,1
"1787","3928",2,2,4,0,0,1
"1788","3928",0,3,4,0,0,1
"1789","3928",1,1,1,0,0,1
"1790","3928",1,2,1,0,0,1
"1791","3928",1,3,1,0,1,1
"1792","3928",0,1,2,0,0,1
"1793","3928",1,2,2,0,1,1
"1794","3928",1,3,2,0,1,1
"1795","3928",1,1,3,0,0,1
"1796","3928",1,2,3,0,0,1
"1797","3928",1,3,3,0,1,1
"1798","3928",1,1,4,0,0,1
"1799","3928",1,2,4,0,0,1
"1800","3928",1,3,4,0,0,1
"1801","3928",1,1,1,1,0,1
"1802","3928",1,2,1,1,0,1
"1803","3928",2,3,1,1,0,1
"1804","3928",1,1,2,1,0,1
"1805","3928",2,2,2,1,0,1
"1806","3928",1,3,2,1,0,1
"1807","3928",1,1,3,1,0,1
"1808","3928",1,2,3,1,0,1
"1809","3928",2,3,3,1,0,1
"1810","3928",1,1,4,1,0,1
"1811","3928",1,2,4,1,0,1
"1812","3928",1,3,4,1,1,1
"1813","3928",1,1,1,1,1,1
"1814","3928",1,2,1,1,0,1
"1815","3928",2,3,1,1,0,1
"1816","3928",2,1,2,1,0,1
"1817","3928",1,2,2,1,1,1
"1818","3928",1,3,2,1,1,1
"1819","3928",1,1,3,1,1,1
"1820","3928",1,2,3,1,1,1
"1821","3928",1,3,3,1,0,1
"1822","3928",1,1,4,1,1,1
"1823","3928",1,2,4,1,1,1
"1824","3928",1,3,4,1,1,1
"1825","3976",0,1,1,0,0,0
"1826","3976",1,2,1,0,0,0
"1827","3976",1,3,1,0,0,0
"1828","3976",2,1,2,0,0,0
"1829","3976",1,2,2,0,0,0
"1830","3976",1,3,2,0,0,0
"1831","3976",0,1,3,0,0,0
"1832","3976",1,2,3,0,0,0
"1833","3976",1,3,3,0,0,0
"1834","3976",0,1,4,0,0,0
"1835","3976",1,2,4,0,0,0
"1836","3976",2,3,4,0,0,0
"1837","3976",2,1,1,0,0,0
"1838","3976",2,2,1,0,0,0
"1839","3976",1,3,1,0,0,0
"1840","3976",2,1,2,0,0,0
"1841","3976",2,2,2,0,0,0
"1842","3976",2,3,2,0,0,0
"1843","3976",2,1,3,0,0,0
"1844","3976",1,2,3,0,0,0
"1845","3976",2,3,3,0,0,0
"1846","3976",0,1,4,0,0,0
"1847","3976",1,2,4,0,1,0
"1848","3976",1,3,4,0,1,0
"1849","3976",2,1,1,1,0,0
"1850","3976",2,2,1,1,0,0
"1851","3976",1,3,1,1,0,0
"1852","3976",2,1,2,1,0,0
"1853","3976",2,2,2,1,0,0
"1854","3976",0,3,2,1,0,0
"1855","3976",0,1,3,1,0,0
"1856","3976",0,2,3,1,0,0
"1857","3976",2,3,3,1,0,0
"1858","3976",2,1,4,1,0,0
"1859","3976",2,2,4,1,0,0
"1860","3976",2,3,4,1,0,0
"1861","3976",2,1,1,1,0,0
"1862","3976",1,2,1,1,0,0
"1863","3976",2,3,1,1,0,0
"1864","3976",2,1,2,1,0,0
"1865","3976",2,2,2,1,0,0
"1866","3976",2,3,2,1,0,0
"1867","3976",2,1,3,1,0,0
"1868","3976",2,2,3,1,0,0
"1869","3976",2,3,3,1,0,0
"1870","3976",2,1,4,1,0,0
"1871","3976",2,2,4,1,0,0
"1872","3976",2,3,4,1,0,0
"1873","4164",1,1,1,0,0,0
"1874","4164",1,2,1,0,0,0
"1875","4164",0,3,1,0,0,0
"1876","4164",0,1,2,0,0,0
"1877","4164",0,2,2,0,0,0
"1878","4164",0,3,2,0,0,0
"1879","4164",1,1,3,0,0,0
"1880","4164",0,2,3,0,0,0
"1881","4164",2,3,3,0,0,0
"1882","4164",2,1,4,0,0,0
"1883","4164",1,2,4,0,0,0
"1884","4164",0,3,4,0,0,0
"1885","4164",1,1,1,0,1,0
"1886","4164",1,2,1,0,0,0
"1887","4164",1,3,1,0,0,0
"1888","4164",1,1,2,0,1,0
"1889","4164",1,2,2,0,0,0
"1890","4164",1,3,2,0,0,0
"1891","4164",1,1,3,0,0,0
"1892","4164",1,2,3,0,0,0
"1893","4164",1,3,3,0,0,0
"1894","4164",1,1,4,0,1,0
"1895","4164",1,2,4,0,0,0
"1896","4164",1,3,4,0,0,0
"1897","4164",2,1,1,1,0,0
"1898","4164",1,2,1,1,0,0
"1899","4164",1,3,1,1,0,0
"1900","4164",2,1,2,1,0,0
"1901","4164",1,2,2,1,0,0
"1902","4164",1,3,2,1,0,0
"1903","4164",1,1,3,1,0,0
"1904","4164",1,2,3,1,0,0
"1905","4164",1,3,3,1,0,0
"1906","4164",2,1,4,1,0,0
"1907","4164",1,2,4,1,0,0
"1908","4164",1,3,4,1,0,0
"1909","4164",1,1,1,1,0,0
"1910","4164",1,2,1,1,0,0
"1911","4164",1,3,1,1,0,0
"1912","4164",1,1,2,1,0,0
"1913","4164",1,2,2,1,0,0
"1914","4164",1,3,2,1,0,0
"1915","4164",1,1,3,1,0,0
"1916","4164",1,2,3,1,0,0
"1917","4164",1,3,3,1,0,0
"1918","4164",1,1,4,1,0,0
"1919","4164",1,2,4,1,0,0
"1920","4164",1,3,4,1,0,0
"1921","4231",1,1,1,0,0,0
"1922","4231",1,2,1,0,0,0
"1923","4231",1,3,1,0,0,0
"1924","4231",1,1,2,0,0,0
"1925","4231",1,2,2,0,0,0
"1926","4231",1,3,2,0,0,0
"1927","4231",1,1,3,0,0,0
"1928","4231",1,2,3,0,0,0
"1929","4231",1,3,3,0,0,0
"1930","4231",1,1,4,0,0,0
"1931","4231",1,2,4,0,1,0
"1932","4231",1,3,4,0,0,0
"1933","4231",1,1,1,0,0,0
"1934","4231",1,2,1,0,0,0
"1935","4231",1,3,1,0,1,0
"1936","4231",1,1,2,0,0,0
"1937","4231",1,2,2,0,0,0
"1938","4231",1,3,2,0,0,0
"1939","4231",1,1,3,0,0,0
"1940","4231",1,2,3,0,1,0
"1941","4231",1,3,3,0,0,0
"1942","4231",1,1,4,0,1,0
"1943","4231",1,2,4,0,0,0
"1944","4231",1,3,4,0,0,0
"1945","4231",1,1,1,1,0,0
"1946","4231",1,2,1,1,0,0
"1947","4231",2,3,1,1,0,0
"1948","4231",1,1,2,1,0,0
"1949","4231",1,2,2,1,0,0
"1950","4231",0,3,2,1,0,0
"1951","4231",1,1,3,1,0,0
"1952","4231",2,2,3,1,0,0
"1953","4231",1,3,3,1,0,0
"1954","4231",2,1,4,1,0,0
"1955","4231",1,2,4,1,1,0
"1956","4231",1,3,4,1,0,0
"1957","4231",0,1,1,1,0,0
"1958","4231",1,2,1,1,0,0
"1959","4231",1,3,1,1,0,0
"1960","4231",1,1,2,1,0,0
"1961","4231",1,2,2,1,0,0
"1962","4231",1,3,2,1,0,0
"1963","4231",1,1,3,1,0,0
"1964","4231",0,2,3,1,0,0
"1965","4231",0,3,3,1,0,0
"1966","4231",1,1,4,1,0,0
"1967","4231",1,2,4,1,0,0
"1968","4231",0,3,4,1,0,0
"1969","4241",1,1,1,0,0,1
"1970","4241",1,2,1,0,0,1
"1971","4241",1,3,1,0,0,1
"1972","4241",1,1,2,0,0,1
"1973","4241",0,2,2,0,0,1
"1974","4241",1,3,2,0,0,1
"1975","4241",1,1,3,0,0,1
"1976","4241",1,2,3,0,0,1
"1977","4241",1,3,3,0,0,1
"1978","4241",1,1,4,0,1,1
"1979","4241",1,2,4,0,0,1
"1980","4241",1,3,4,0,1,1
"1981","4241",1,1,1,0,0,1
"1982","4241",1,2,1,0,0,1
"1983","4241",1,3,1,0,0,1
"1984","4241",1,1,2,0,0,1
"1985","4241",1,2,2,0,0,1
"1986","4241",2,3,2,0,0,1
"1987","4241",1,1,3,0,0,1
"1988","4241",2,2,3,0,0,1
"1989","4241",2,3,3,0,0,1
"1990","4241",1,1,4,0,0,1
"1991","4241",1,2,4,0,1,1
"1992","4241",1,3,4,0,0,1
"1993","4241",1,1,1,1,0,1
"1994","4241",1,2,1,1,0,1
"1995","4241",1,3,1,1,0,1
"1996","4241",1,1,2,1,0,1
"1997","4241",1,2,2,1,0,1
"1998","4241",1,3,2,1,1,1
"1999","4241",1,1,3,1,0,1
"2000","4241",1,2,3,1,1,1
"2001","4241",1,3,3,1,1,1
"2002","4241",1,1,4,1,0,1
"2003","4241",2,2,4,1,0,1
"2004","4241",1,3,4,1,0,1
"2005","4241",2,1,1,1,0,1
"2006","4241",1,2,1,1,0,1
"2007","4241",2,3,1,1,0,1
"2008","4241",1,1,2,1,0,1
"2009","4241",1,2,2,1,0,1
"2010","4241",1,3,2,1,1,1
"2011","4241",1,1,3,1,0,1
"2012","4241",1,2,3,1,0,1
"2013","4241",2,3,3,1,0,1
"2014","4241",2,1,4,1,0,1
"2015","4241",1,2,4,1,1,1
"2016","4241",1,3,4,1,1,1
"2017","4336",1,1,1,0,0,1
"2018","4336",1,2,1,0,0,1
"2019","4336",1,3,1,0,0,1
"2020","4336",1,1,2,0,0,1
"2021","4336",1,2,2,0,0,1
"2022","4336",2,3,2,0,0,1
"2023","4336",1,1,3,0,0,1
"2024","4336",1,2,3,0,0,1
"2025","4336",1,3,3,0,0,1
"2026","4336",1,1,4,0,1,1
"2027","4336",1,2,4,0,0,1
"2028","4336",1,3,4,0,0,1
"2029","4336",1,1,1,0,1,1
"2030","4336",1,2,1,0,1,1
"2031","4336",1,3,1,0,0,1
"2032","4336",1,1,2,0,0,1
"2033","4336",1,2,2,0,1,1
"2034","4336",1,3,2,0,0,1
"2035","4336",1,1,3,0,1,1
"2036","4336",1,2,3,0,0,1
"2037","4336",1,3,3,0,1,1
"2038","4336",1,1,4,0,1,1
"2039","4336",1,2,4,0,1,1
"2040","4336",1,3,4,0,1,1
"2041","4336",2,1,1,1,0,1
"2042","4336",1,2,1,1,0,1
"2043","4336",0,3,1,1,0,1
"2044","4336",0,1,2,1,0,1
"2045","4336",2,2,2,1,0,1
"2046","4336",0,3,2,1,0,1
"2047","4336",2,1,3,1,0,1
"2048","4336",0,2,3,1,0,1
"2049","4336",1,3,3,1,0,1
"2050","4336",2,1,4,1,0,1
"2051","4336",2,2,4,1,0,1
"2052","4336",2,3,4,1,0,1
"2053","4336",0,1,1,1,0,1
"2054","4336",2,2,1,1,0,1
"2055","4336",0,3,1,1,0,1
"2056","4336",2,1,2,1,0,1
"2057","4336",1,2,2,1,0,1
"2058","4336",2,3,2,1,0,1
"2059","4336",0,1,3,1,0,1
"2060","4336",2,2,3,1,0,1
"2061","4336",0,3,3,1,0,1
"2062","4336",2,1,4,1,0,1
"2063","4336",1,2,4,1,1,1
"2064","4336",2,3,4,1,0,1
"2065","4423",1,1,1,0,0,0
"2066","4423",0,2,1,0,0,0
"2067","4423",1,3,1,0,0,0
"2068","4423",2,1,2,0,0,0
"2069","4423",1,2,2,0,0,0
"2070","4423",1,3,2,0,0,0
"2071","4423",1,1,3,0,1,0
"2072","4423",1,2,3,0,1,0
"2073","4423",1,3,3,0,0,0
"2074","4423",2,1,4,0,0,0
"2075","4423",2,2,4,0,0,0
"2076","4423",2,3,4,0,0,0
"2077","4423",1,1,1,0,1,0
"2078","4423",1,2,1,0,0,0
"2079","4423",1,3,1,0,0,0
"2080","4423",2,1,2,0,0,0
"2081","4423",2,2,2,0,0,0
"2082","4423",2,3,2,0,0,0
"2083","4423",1,1,3,0,0,0
"2084","4423",1,2,3,0,1,0
"2085","4423",1,3,3,0,1,0
"2086","4423",1,1,4,0,1,0
"2087","4423",1,2,4,0,1,0
"2088","4423",1,3,4,0,0,0
"2089","4423",2,1,1,1,0,0
"2090","4423",1,2,1,1,0,0
"2091","4423",1,3,1,1,0,0
"2092","4423",2,1,2,1,0,0
"2093","4423",1,2,2,1,1,0
"2094","4423",1,3,2,1,1,0
"2095","4423",1,1,3,1,0,0
"2096","4423",2,2,3,1,0,0
"2097","4423",2,3,3,1,0,0
"2098","4423",1,1,4,1,0,0
"2099","4423",1,2,4,1,0,0
"2100","4423",1,3,4,1,0,0
"2101","4423",1,1,1,1,0,0
"2102","4423",1,2,1,1,0,0
"2103","4423",1,3,1,1,0,0
"2104","4423",2,1,2,1,0,0
"2105","4423",1,2,2,1,0,0
"2106","4423",1,3,2,1,0,0
"2107","4423",1,1,3,1,0,0
"2108","4423",1,2,3,1,0,0
"2109","4423",1,3,3,1,0,0
"2110","4423",1,1,4,1,1,0
"2111","4423",1,2,4,1,0,0
"2112","4423",1,3,4,1,0,0
"2113","4436",1,1,1,0,1,1
"2114","4436",1,2,1,0,1,1
"2115","4436",2,3,1,0,0,1
"2116","4436",1,1,2,0,1,1
"2117","4436",1,2,2,0,1,1
"2118","4436",1,3,2,0,1,1
"2119","4436",0,1,3,0,0,1
"2120","4436",0,2,3,0,0,1
"2121","4436",1,3,3,0,1,1
"2122","4436",1,1,4,0,1,1
"2123","4436",1,2,4,0,1,1
"2124","4436",1,3,4,0,1,1
"2125","4436",1,1,1,0,1,1
"2126","4436",1,2,1,0,1,1
"2127","4436",1,3,1,0,1,1
"2128","4436",1,1,2,0,1,1
"2129","4436",1,2,2,0,1,1
"2130","4436",1,3,2,0,0,1
"2131","4436",1,1,3,0,1,1
"2132","4436",1,2,3,0,1,1
"2133","4436",1,3,3,0,1,1
"2134","4436",1,1,4,0,0,1
"2135","4436",1,2,4,0,1,1
"2136","4436",1,3,4,0,1,1
"2137","4436",1,1,1,1,1,1
"2138","4436",1,2,1,1,1,1
"2139","4436",1,3,1,1,1,1
"2140","4436",1,1,2,1,1,1
"2141","4436",1,2,2,1,1,1
"2142","4436",0,3,2,1,0,1
"2143","4436",1,1,3,1,1,1
"2144","4436",1,2,3,1,1,1
"2145","4436",1,3,3,1,1,1
"2146","4436",0,1,4,1,0,1
"2147","4436",1,2,4,1,1,1
"2148","4436",1,3,4,1,1,1
"2149","4436",1,1,1,1,1,1
"2150","4436",1,2,1,1,1,1
"2151","4436",1,3,1,1,1,1
"2152","4436",1,1,2,1,1,1
"2153","4436",1,2,2,1,1,1
"2154","4436",1,3,2,1,1,1
"2155","4436",1,1,3,1,1,1
"2156","4436",1,2,3,1,1,1
"2157","4436",1,3,3,1,1,1
"2158","4436",1,1,4,1,1,1
"2159","4436",1,2,4,1,1,1
"2160","4436",1,3,4,1,1,1
"2161","4625",1,1,1,0,0,1
"2162","4625",0,2,1,0,0,1
"2163","4625",1,3,1,0,0,1
"2164","4625",0,1,2,0,0,1
"2165","4625",1,2,2,0,0,1
"2166","4625",0,3,2,0,0,1
"2167","4625",0,1,3,0,0,1
"2168","4625",1,2,3,0,0,1
"2169","4625",0,3,3,0,0,1
"2170","4625",1,1,4,0,0,1
"2171","4625",1,2,4,0,0,1
"2172","4625",0,3,4,0,0,1
"2173","4625",1,1,1,0,1,1
"2174","4625",1,2,1,0,1,1
"2175","4625",0,3,1,0,0,1
"2176","4625",0,1,2,0,0,1
"2177","4625",0,2,2,0,0,1
"2178","4625",0,3,2,0,0,1
"2179","4625",0,1,3,0,0,1
"2180","4625",0,2,3,0,0,1
"2181","4625",1,3,3,0,0,1
"2182","4625",0,1,4,0,0,1
"2183","4625",0,2,4,0,0,1
"2184","4625",0,3,4,0,0,1
"2185","4625",2,1,1,1,0,1
"2186","4625",2,2,1,1,0,1
"2187","4625",0,3,1,1,0,1
"2188","4625",2,1,2,1,0,1
"2189","4625",2,2,2,1,0,1
"2190","4625",0,3,2,1,0,1
"2191","4625",1,1,3,1,0,1
"2192","4625",1,2,3,1,0,1
"2193","4625",1,3,3,1,0,1
"2194","4625",0,1,4,1,0,1
"2195","4625",0,2,4,1,0,1
"2196","4625",1,3,4,1,0,1
"2197","4625",0,1,1,1,0,1
"2198","4625",1,2,1,1,0,1
"2199","4625",1,3,1,1,0,1
"2200","4625",0,1,2,1,0,1
"2201","4625",0,2,2,1,0,1
"2202","4625",1,3,2,1,0,1
"2203","4625",2,1,3,1,0,1
"2204","4625",0,2,3,1,0,1
"2205","4625",0,3,3,1,0,1
"2206","4625",1,1,4,1,0,1
"2207","4625",1,2,4,1,0,1
"2208","4625",0,3,4,1,0,1
"2209","4883",1,1,1,0,0,1
"2210","4883",1,2,1,0,0,1
"2211","4883",1,3,1,0,0,1
"2212","4883",1,1,2,0,0,1
"2213","4883",1,2,2,0,0,1
"2214","4883",1,3,2,0,0,1
"2215","4883",2,1,3,0,0,1
"2216","4883",1,2,3,0,0,1
"2217","4883",1,3,3,0,0,1
"2218","4883",1,1,4,0,0,1
"2219","4883",1,2,4,0,1,1
"2220","4883",0,3,4,0,0,1
"2221","4883",0,1,1,0,0,1
"2222","4883",2,2,1,0,0,1
"2223","4883",1,3,1,0,0,1
"2224","4883",2,1,2,0,0,1
"2225","4883",1,2,2,0,0,1
"2226","4883",1,3,2,0,1,1
"2227","4883",0,1,3,0,0,1
"2228","4883",1,2,3,0,0,1
"2229","4883",1,3,3,0,0,1
"2230","4883",1,1,4,0,0,1
"2231","4883",0,2,4,0,0,1
"2232","4883",2,3,4,0,0,1
"2233","4883",2,1,1,1,0,1
"2234","4883",1,2,1,1,1,1
"2235","4883",1,3,1,1,0,1
"2236","4883",1,1,2,1,1,1
"2237","4883",1,2,2,1,0,1
"2238","4883",2,3,2,1,0,1
"2239","4883",2,1,3,1,0,1
"2240","4883",0,2,3,1,0,1
"2241","4883",1,3,3,1,0,1
"2242","4883",1,1,4,1,0,1
"2243","4883",1,2,4,1,0,1
"2244","4883",0,3,4,1,0,1
"2245","4883",2,1,1,1,0,1
"2246","4883",1,2,1,1,0,1
"2247","4883",2,3,1,1,0,1
"2248","4883",0,1,2,1,0,1
"2249","4883",2,2,2,1,0,1
"2250","4883",1,3,2,1,0,1
"2251","4883",2,1,3,1,0,1
"2252","4883",1,2,3,1,0,1
"2253","4883",0,3,3,1,0,1
"2254","4883",0,1,4,1,0,1
"2255","4883",0,2,4,1,0,1
"2256","4883",2,3,4,1,0,1
"2257","4920",1,1,1,0,0,0
"2258","4920",1,2,1,0,0,0
"2259","4920",1,3,1,0,0,0
"2260","4920",1,1,2,0,0,0
"2261","4920",1,2,2,0,0,0
"2262","4920",1,3,2,0,0,0
"2263","4920",1,1,3,0,0,0
"2264","4920",1,2,3,0,0,0
"2265","4920",1,3,3,0,0,0
"2266","4920",1,1,4,0,0,0
"2267","4920",1,2,4,0,0,0
"2268","4920",1,3,4,0,0,0
"2269","4920",1,1,1,0,0,0
"2270","4920",1,2,1,0,0,0
"2271","4920",1,3,1,0,1,0
"2272","4920",1,1,2,0,0,0
"2273","4920",1,2,2,0,0,0
"2274","4920",2,3,2,0,0,0
"2275","4920",1,1,3,0,0,0
"2276","4920",1,2,3,0,0,0
"2277","4920",1,3,3,0,0,0
"2278","4920",1,1,4,0,0,0
"2279","4920",1,2,4,0,0,0
"2280","4920",1,3,4,0,1,0
"2281","4920",1,1,1,1,0,0
"2282","4920",1,2,1,1,0,0
"2283","4920",2,3,1,1,0,0
"2284","4920",1,1,2,1,0,0
"2285","4920",1,2,2,1,0,0
"2286","4920",1,3,2,1,1,0
"2287","4920",1,1,3,1,0,0
"2288","4920",1,2,3,1,0,0
"2289","4920",1,3,3,1,0,0
"2290","4920",1,1,4,1,0,0
"2291","4920",1,2,4,1,0,0
"2292","4920",1,3,4,1,0,0
"2293","4920",1,1,1,1,0,0
"2294","4920",1,2,1,1,0,0
"2295","4920",1,3,1,1,0,0
"2296","4920",1,1,2,1,0,0
"2297","4920",1,2,2,1,0,0
"2298","4920",1,3,2,1,0,0
"2299","4920",1,1,3,1,0,0
"2300","4920",1,2,3,1,0,0
"2301","4920",1,3,3,1,0,0
"2302","4920",1,1,4,1,0,0
"2303","4920",1,2,4,1,0,0
"2304","4920",1,3,4,1,0,0
"2305","4961",1,1,1,0,0,1
"2306","4961",1,2,1,0,0,1
"2307","4961",1,3,1,0,0,1
"2308","4961",1,1,2,0,0,1
"2309","4961",1,2,2,0,0,1
"2310","4961",1,3,2,0,0,1
"2311","4961",1,1,3,0,0,1
"2312","4961",1,2,3,0,0,1
"2313","4961",1,3,3,0,0,1
"2314","4961",1,1,4,0,0,1
"2315","4961",1,2,4,0,0,1
"2316","4961",1,3,4,0,1,1
"2317","4961",1,1,1,0,1,1
"2318","4961",2,2,1,0,0,1
"2319","4961",1,3,1,0,0,1
"2320","4961",1,1,2,0,0,1
"2321","4961",2,2,2,0,0,1
"2322","4961",1,3,2,0,0,1
"2323","4961",1,1,3,0,0,1
"2324","4961",1,2,3,0,1,1
"2325","4961",1,3,3,0,1,1
"2326","4961",2,1,4,0,0,1
"2327","4961",1,2,4,0,0,1
"2328","4961",2,3,4,0,0,1
"2329","4961",2,1,1,1,0,1
"2330","4961",1,2,1,1,1,1
"2331","4961",1,3,1,1,0,1
"2332","4961",1,1,2,1,0,1
"2333","4961",1,2,2,1,1,1
"2334","4961",0,3,2,1,0,1
"2335","4961",1,1,3,1,0,1
"2336","4961",2,2,3,1,0,1
"2337","4961",2,3,3,1,0,1
"2338","4961",1,1,4,1,1,1
"2339","4961",1,2,4,1,1,1
"2340","4961",1,3,4,1,1,1
"2341","4961",1,1,1,1,0,1
"2342","4961",1,2,1,1,0,1
"2343","4961",2,3,1,1,0,1
"2344","4961",2,1,2,1,0,1
"2345","4961",1,2,2,1,0,1
"2346","4961",1,3,2,1,0,1
"2347","4961",1,1,3,1,0,1
"2348","4961",1,2,3,1,0,1
"2349","4961",1,3,3,1,0,1
"2350","4961",0,1,4,1,0,1
"2351","4961",1,2,4,1,0,1
"2352","4961",1,3,4,1,0,1
"2353","5096",1,1,1,0,0,1
"2354","5096",1,2,1,0,0,1
"2355","5096",1,3,1,0,0,1
"2356","5096",1,1,2,0,0,1
"2357","5096",1,2,2,0,0,1
"2358","5096",1,3,2,0,0,1
"2359","5096",1,1,3,0,0,1
"2360","5096",1,2,3,0,0,1
"2361","5096",1,3,3,0,0,1
"2362","5096",1,1,4,0,0,1
"2363","5096",1,2,4,0,0,1
"2364","5096",1,3,4,0,0,1
"2365","5096",1,1,1,0,0,1
"2366","5096",1,2,1,0,0,1
"2367","5096",1,3,1,0,0,1
"2368","5096",1,1,2,0,0,1
"2369","5096",1,2,2,0,0,1
"2370","5096",1,3,2,0,0,1
"2371","5096",1,1,3,0,0,1
"2372","5096",1,2,3,0,0,1
"2373","5096",1,3,3,0,0,1
"2374","5096",1,1,4,0,0,1
"2375","5096",1,2,4,0,0,1
"2376","5096",1,3,4,0,0,1
"2377","5096",1,1,1,1,0,1
"2378","5096",1,2,1,1,0,1
"2379","5096",1,3,1,1,0,1
"2380","5096",1,1,2,1,0,1
"2381","5096",1,2,2,1,0,1
"2382","5096",1,3,2,1,0,1
"2383","5096",1,1,3,1,0,1
"2384","5096",1,2,3,1,0,1
"2385","5096",1,3,3,1,0,1
"2386","5096",1,1,4,1,0,1
"2387","5096",1,2,4,1,0,1
"2388","5096",1,3,4,1,0,1
"2389","5096",1,1,1,1,0,1
"2390","5096",1,2,1,1,0,1
"2391","5096",1,3,1,1,0,1
"2392","5096",1,1,2,1,0,1
"2393","5096",1,2,2,1,0,1
"2394","5096",1,3,2,1,0,1
"2395","5096",1,1,3,1,0,1
"2396","5096",1,2,3,1,0,1
"2397","5096",1,3,3,1,0,1
"2398","5096",1,1,4,1,0,1
"2399","5096",1,2,4,1,0,1
"2400","5096",1,3,4,1,0,1
"2401","5113",1,1,1,0,0,0
"2402","5113",1,2,1,0,0,0
"2403","5113",1,3,1,0,0,0
"2404","5113",1,1,2,0,0,0
"2405","5113",1,2,2,0,0,0
"2406","5113",1,3,2,0,0,0
"2407","5113",1,1,3,0,0,0
"2408","5113",1,2,3,0,0,0
"2409","5113",1,3,3,0,0,0
"2410","5113",1,1,4,0,0,0
"2411","5113",1,2,4,0,0,0
"2412","5113",1,3,4,0,0,0
"2413","5113",1,1,1,0,0,0
"2414","5113",1,2,1,0,0,0
"2415","5113",1,3,1,0,0,0
"2416","5113",1,1,2,0,1,0
"2417","5113",1,2,2,0,0,0
"2418","5113",1,3,2,0,0,0
"2419","5113",1,1,3,0,0,0
"2420","5113",1,2,3,0,0,0
"2421","5113",1,3,3,0,0,0
"2422","5113",1,1,4,0,0,0
"2423","5113",1,2,4,0,0,0
"2424","5113",1,3,4,0,0,0
"2425","5113",0,1,1,1,0,0
"2426","5113",0,2,1,1,0,0
"2427","5113",1,3,1,1,0,0
"2428","5113",2,1,2,1,0,0
"2429","5113",0,2,2,1,0,0
"2430","5113",0,3,2,1,0,0
"2431","5113",0,1,3,1,0,0
"2432","5113",0,2,3,1,0,0
"2433","5113",0,3,3,1,0,0
"2434","5113",0,1,4,1,0,0
"2435","5113",0,2,4,1,0,0
"2436","5113",0,3,4,1,0,0
"2437","5113",0,1,1,1,0,0
"2438","5113",0,2,1,1,0,0
"2439","5113",0,3,1,1,0,0
"2440","5113",0,1,2,1,0,0
"2441","5113",0,2,2,1,0,0
"2442","5113",0,3,2,1,0,0
"2443","5113",0,1,3,1,0,0
"2444","5113",0,2,3,1,0,0
"2445","5113",0,3,3,1,0,0
"2446","5113",0,1,4,1,0,0
"2447","5113",0,2,4,1,0,0
"2448","5113",0,3,4,1,0,0
"2449","5156",1,1,1,0,0,0
"2450","5156",1,2,1,0,0,0
"2451","5156",1,3,1,0,0,0
"2452","5156",1,1,2,0,0,0
"2453","5156",1,2,2,0,0,0
"2454","5156",1,3,2,0,0,0
"2455","5156",1,1,3,0,0,0
"2456","5156",1,2,3,0,0,0
"2457","5156",1,3,3,0,0,0
"2458","5156",1,1,4,0,0,0
"2459","5156",1,2,4,0,0,0
"2460","5156",1,3,4,0,0,0
"2461","5156",1,1,1,0,0,0
"2462","5156",1,2,1,0,0,0
"2463","5156",1,3,1,0,0,0
"2464","5156",1,1,2,0,0,0
"2465","5156",1,2,2,0,0,0
"2466","5156",1,3,2,0,0,0
"2467","5156",1,1,3,0,0,0
"2468","5156",1,2,3,0,0,0
"2469","5156",1,3,3,0,0,0
"2470","5156",1,1,4,0,1,0
"2471","5156",1,2,4,0,0,0
"2472","5156",1,3,4,0,0,0
"2473","5156",1,1,1,1,0,0
"2474","5156",1,2,1,1,0,0
"2475","5156",1,3,1,1,0,0
"2476","5156",1,1,2,1,0,0
"2477","5156",1,2,2,1,0,0
"2478","5156",0,3,2,1,0,0
"2479","5156",1,1,3,1,0,0
"2480","5156",1,2,3,1,0,0
"2481","5156",1,3,3,1,0,0
"2482","5156",2,1,4,1,0,0
"2483","5156",1,2,4,1,0,0
"2484","5156",1,3,4,1,0,0
"2485","5156",1,1,1,1,0,0
"2486","5156",1,2,1,1,0,0
"2487","5156",1,3,1,1,0,0
"2488","5156",1,1,2,1,0,0
"2489","5156",1,2,2,1,0,0
"2490","5156",1,3,2,1,0,0
"2491","5156",0,1,3,1,0,0
