"","ID_check","trail","Choise","effort","reward","condition","GRUPO"
"147","2411",13,1,1,1,1,1
"148","2411",14,0,1,2,1,1
"149","2411",15,1,1,3,1,1
"150","2411",17,1,2,2,1,1
"151","2411",19,1,3,1,1,1
"152","2411",21,1,3,3,1,1
"153","2411",22,1,4,1,1,1
"154","2411",25,1,1,1,0,1
"155","2411",26,1,1,2,0,1
"156","2411",27,1,1,3,0,1
"157","2411",28,1,2,1,0,1
"158","2411",29,1,2,2,0,1
"159","2411",30,1,2,3,0,1
"160","2411",31,0,3,1,0,1
"161","2411",32,1,3,2,0,1
"162","2411",33,1,3,3,0,1
"163","2411",34,1,4,1,0,1
"164","2411",35,1,4,2,0,1
"165","2411",36,1,4,3,0,1
"166","2411",37,1,1,1,1,1
"167","2411",38,1,1,2,1,1
"168","2411",39,1,1,3,1,1
"169","2411",40,1,2,1,1,1
"170","2411",41,1,2,2,1,1
"171","2411",42,1,2,3,1,1
"172","2411",43,1,3,1,1,1
"173","2411",44,1,3,2,1,1
"174","2411",45,1,3,3,1,1
"175","2411",46,1,4,1,1,1
"176","2411",47,1,4,2,1,1
"177","2411",48,1,4,3,1,1
"178","7047",1,1,1,1,0,1
"179","7047",2,1,1,2,0,1
"180","7047",3,1,1,3,0,1
"181","7047",5,1,2,2,0,1
"182","7047",6,1,2,3,0,1
"183","7047",8,1,3,2,0,1
"184","7047",9,1,3,3,0,1
"185","7047",10,1,4,1,0,1
"186","7047",11,1,4,2,0,1
"187","7047",12,1,4,3,0,1
"188","7047",13,1,1,1,1,1
"189","7047",14,1,1,2,1,1
"190","7047",15,1,1,3,1,1
"191","7047",16,1,2,1,1,1
"192","7047",17,1,2,2,1,1
"193","7047",18,1,2,3,1,1
"194","7047",20,1,3,2,1,1
"195","7047",21,1,3,3,1,1
"196","7047",22,1,4,1,1,1
"197","7047",23,1,4,2,1,1
"198","7047",24,1,4,3,1,1
"199","7047",25,1,1,1,0,1
"200","7047",27,1,1,3,0,1
"201","7047",28,1,2,1,0,1
"202","7047",29,1,2,2,0,1
"203","7047",30,1,2,3,0,1
"204","7047",33,1,3,3,0,1
"205","7047",34,1,4,1,0,1
"206","7047",35,1,4,2,0,1
"207","7047",36,1,4,3,0,1
"208","7047",37,1,1,1,1,1
"209","7047",39,1,1,3,1,1
"210","7047",40,1,2,1,1,1
"211","7047",41,1,2,2,1,1
"212","7047",42,1,2,3,1,1
"213","7047",44,1,3,2,1,1
"214","7047",45,1,3,3,1,1
"215","7047",46,1,4,1,1,1
"216","7047",47,1,4,2,1,1
"217","1423",1,1,1,1,0,1
"218","1423",2,1,1,2,0,1
"219","1423",3,1,1,3,0,1
"220","1423",4,1,2,1,0,1
"221","1423",5,1,2,2,0,1
"222","1423",6,1,2,3,0,1
"223","1423",7,1,3,1,0,1
"224","1423",8,1,3,2,0,1
"225","1423",9,1,3,3,0,1
"226","1423",10,1,4,1,0,1
"227","1423",11,1,4,2,0,1
"228","1423",12,1,4,3,0,1
"229","1423",13,1,1,1,1,1
"230","1423",14,1,1,2,1,1
"231","1423",15,1,1,3,1,1
"232","1423",16,0,2,1,1,1
"233","1423",17,1,2,2,1,1
"234","1423",18,1,2,3,1,1
"235","1423",19,1,3,1,1,1
"236","1423",20,1,3,2,1,1
"237","1423",21,1,3,3,1,1
"238","1423",22,1,4,1,1,1
"239","1423",23,1,4,2,1,1
"240","1423",24,1,4,3,1,1
"241","1423",25,1,1,1,0,1
"242","1423",26,1,1,2,0,1
"243","1423",27,1,1,3,0,1
"244","1423",28,1,2,1,0,1
"245","1423",29,1,2,2,0,1
"246","1423",30,1,2,3,0,1
"247","1423",31,1,3,1,0,1
"248","1423",32,1,3,2,0,1
"249","1423",33,1,3,3,0,1
"250","1423",34,1,4,1,0,1
"251","1423",35,1,4,2,0,1
"252","1423",37,1,1,1,1,1
"253","1423",38,1,1,2,1,1
"254","1423",39,1,1,3,1,1
"255","1423",40,1,2,1,1,1
"256","1423",41,1,2,2,1,1
"257","1423",42,1,2,3,1,1
"258","1423",43,1,3,1,1,1
"259","1423",44,1,3,2,1,1
"260","1423",45,1,3,3,1,1
"261","1423",46,1,4,1,1,1
"262","1423",47,1,4,2,1,1
"263","1423",48,1,4,3,1,1
"264","9585",1,1,1,1,0,1
"265","9585",2,1,1,2,0,1
"266","9585",3,1,1,3,0,1
"267","9585",4,1,2,1,0,1
"268","9585",5,1,2,2,0,1
"269","9585",6,1,2,3,0,1
"270","9585",7,1,3,1,0,1
"271","9585",8,1,3,2,0,1
"272","9585",9,1,3,3,0,1
"273","9585",10,1,4,1,0,1
"274","9585",11,1,4,2,0,1
"275","9585",12,1,4,3,0,1
"276","9585",13,1,1,1,1,1
"277","9585",14,1,1,2,1,1
"278","9585",15,1,1,3,1,1
"279","9585",16,1,2,1,1,1
"280","9585",17,1,2,2,1,1
"281","9585",18,1,2,3,1,1
"282","9585",19,1,3,1,1,1
"283","9585",20,1,3,2,1,1
"284","9585",21,1,3,3,1,1
"285","9585",22,1,4,1,1,1
"286","9585",23,1,4,2,1,1
"287","9585",24,1,4,3,1,1
"288","9585",25,1,1,1,0,1
"289","9585",26,1,1,2,0,1
"290","9585",27,1,1,3,0,1
"291","9585",28,1,2,1,0,1
"292","9585",29,1,2,2,0,1
"293","9585",30,1,2,3,0,1
"294","9585",31,1,3,1,0,1
"295","9585",32,1,3,2,0,1
"296","9585",33,1,3,3,0,1
"297","9585",34,1,4,1,0,1
"298","9585",35,1,4,2,0,1
"299","9585",36,1,4,3,0,1
"300","9585",37,1,1,1,1,1
"301","9585",38,1,1,2,1,1
"302","9585",39,1,1,3,1,1
"303","9585",40,1,2,1,1,1
"304","9585",41,1,2,2,1,1
"305","9585",42,1,2,3,1,1
"306","9585",43,1,3,1,1,1
"307","9585",44,1,3,2,1,1
"308","9585",45,1,3,3,1,1
"309","9585",46,1,4,1,1,1
"310","9585",47,1,4,2,1,1
"311","9585",48,1,4,3,1,1
"312","8228",1,1,1,1,0,1
"313","8228",2,0,1,2,0,1
"314","8228",3,1,1,3,0,1
"315","8228",4,1,2,1,0,1
"316","8228",5,1,2,2,0,1
"317","8228",6,0,2,3,0,1
"318","8228",7,1,3,1,0,1
"319","8228",8,1,3,2,0,1
"320","8228",9,1,3,3,0,1
"321","8228",10,1,4,1,0,1
"322","8228",11,1,4,2,0,1
"323","8228",12,1,4,3,0,1
"324","8228",13,1,1,1,1,1
"325","8228",14,1,1,2,1,1
"326","8228",15,1,1,3,1,1
"327","8228",16,0,2,1,1,1
"328","8228",17,0,2,2,1,1
"329","8228",18,1,2,3,1,1
"330","8228",19,0,3,1,1,1
"331","8228",20,0,3,2,1,1
"332","8228",21,0,3,3,1,1
"333","8228",22,1,4,1,1,1
"334","8228",23,1,4,2,1,1
"335","8228",24,0,4,3,1,1
"336","8228",25,1,1,1,0,1
"337","8228",26,1,1,2,0,1
"338","8228",27,1,1,3,0,1
"339","8228",28,1,2,1,0,1
"340","8228",29,1,2,2,0,1
"341","8228",30,1,2,3,0,1
"342","8228",31,1,3,1,0,1
"343","8228",32,1,3,2,0,1
"344","8228",33,1,3,3,0,1
"345","8228",34,0,4,1,0,1
"346","8228",35,1,4,2,0,1
"347","8228",36,1,4,3,0,1
"348","8228",37,0,1,1,1,1
"349","8228",38,1,1,2,1,1
"350","8228",39,1,1,3,1,1
"351","8228",40,1,2,1,1,1
"352","8228",41,0,2,2,1,1
"353","8228",42,1,2,3,1,1
"354","8228",43,0,3,1,1,1
"355","8228",44,0,3,2,1,1
"356","8228",45,0,3,3,1,1
"357","8228",46,1,4,1,1,1
"358","8228",47,1,4,2,1,1
"359","8228",48,0,4,3,1,1
"360","8604",1,1,1,1,0,1
"361","8604",2,1,1,2,0,1
"362","8604",3,1,1,3,0,1
"363","8604",4,1,2,1,0,1
"364","8604",5,1,2,2,0,1
"365","8604",6,1,2,3,0,1
"366","8604",8,1,3,2,0,1
"367","8604",9,1,3,3,0,1
"368","8604",10,1,4,1,0,1
"369","8604",11,1,4,2,0,1
"370","8604",12,1,4,3,0,1
"371","8604",13,1,1,1,1,1
"372","8604",14,1,1,2,1,1
"373","8604",15,1,1,3,1,1
"374","8604",16,1,2,1,1,1
"375","8604",17,1,2,2,1,1
"376","8604",18,1,2,3,1,1
"377","8604",19,1,3,1,1,1
"378","8604",20,1,3,2,1,1
"379","8604",21,1,3,3,1,1
"380","8604",22,1,4,1,1,1
"381","8604",23,1,4,2,1,1
"382","8604",24,1,4,3,1,1
"383","8604",25,1,1,1,0,1
"384","8604",28,1,2,1,0,1
"385","8604",29,1,2,2,0,1
"386","8604",30,1,2,3,0,1
"387","8604",32,1,3,2,0,1
"388","8604",33,1,3,3,0,1
"389","8604",34,1,4,1,0,1
"390","8604",35,1,4,2,0,1
"391","8604",36,1,4,3,0,1
"392","8604",37,1,1,1,1,1
"393","8604",38,1,1,2,1,1
"394","8604",39,1,1,3,1,1
"395","8604",40,1,2,1,1,1
"396","8604",41,1,2,2,1,1
"397","8604",42,1,2,3,1,1
"398","8604",43,1,3,1,1,1
"399","8604",44,1,3,2,1,1
"400","8604",45,1,3,3,1,1
"401","8604",46,1,4,1,1,1
"402","8604",48,1,4,3,1,1
"403","1019",1,1,1,1,0,1
"404","1019",2,1,1,2,0,1
"405","1019",3,1,1,3,0,1
"406","1019",4,1,2,1,0,1
"407","1019",5,1,2,2,0,1
"408","1019",6,1,2,3,0,1
"409","1019",7,1,3,1,0,1
"410","1019",8,1,3,2,0,1
"411","1019",9,1,3,3,0,1
"412","1019",10,1,4,1,0,1
"413","1019",11,1,4,2,0,1
"414","1019",12,1,4,3,0,1
"415","1019",13,0,1,1,1,1
"416","1019",15,0,1,3,1,1
"417","1019",16,0,2,1,1,1
"418","1019",17,0,2,2,1,1
"419","1019",18,0,2,3,1,1
"420","1019",19,0,3,1,1,1
"421","1019",20,1,3,2,1,1
"422","1019",21,0,3,3,1,1
"423","1019",22,0,4,1,1,1
"424","1019",23,0,4,2,1,1
"425","1019",24,0,4,3,1,1
"426","1019",25,1,1,1,0,1
"427","1019",26,1,1,2,0,1
"428","1019",27,1,1,3,0,1
"429","1019",28,1,2,1,0,1
"430","1019",29,1,2,2,0,1
"431","1019",30,1,2,3,0,1
"432","1019",31,1,3,1,0,1
"433","1019",32,1,3,2,0,1
"434","1019",33,1,3,3,0,1
"435","1019",34,1,4,1,0,1
"436","1019",35,1,4,2,0,1
"437","1019",36,1,4,3,0,1
"438","1019",37,0,1,1,1,1
"439","1019",39,0,1,3,1,1
"440","1019",40,0,2,1,1,1
"441","1019",41,0,2,2,1,1
"442","1019",42,0,2,3,1,1
"443","1019",43,0,3,1,1,1
"444","1019",44,0,3,2,1,1
"445","1019",45,0,3,3,1,1
"446","1019",46,0,4,1,1,1
"447","1019",47,0,4,2,1,1
"448","1019",48,0,4,3,1,1
"449","1252",1,1,1,1,0,1
"450","1252",3,1,1,3,0,1
"451","1252",4,1,2,1,0,1
"452","1252",5,1,2,2,0,1
"453","1252",6,1,2,3,0,1
"454","1252",7,1,3,1,0,1
"455","1252",8,1,3,2,0,1
"456","1252",9,1,3,3,0,1
"457","1252",10,0,4,1,0,1
"458","1252",11,1,4,2,0,1
"459","1252",12,0,4,3,0,1
"460","1252",14,1,1,2,1,1
"461","1252",15,1,1,3,1,1
"462","1252",16,1,2,1,1,1
"463","1252",17,1,2,2,1,1
"464","1252",18,0,2,3,1,1
"465","1252",19,1,3,1,1,1
"466","1252",20,1,3,2,1,1
"467","1252",21,1,3,3,1,1
"468","1252",22,1,4,1,1,1
"469","1252",23,0,4,2,1,1
"470","1252",24,0,4,3,1,1
"471","1252",25,1,1,1,0,1
"472","1252",26,1,1,2,0,1
"473","1252",27,1,1,3,0,1
"474","1252",28,1,2,1,0,1
"475","1252",29,1,2,2,0,1
"476","1252",30,0,2,3,0,1
"477","1252",31,1,3,1,0,1
"478","1252",32,1,3,2,0,1
"479","1252",33,1,3,3,0,1
"480","1252",34,1,4,1,0,1
"481","1252",35,1,4,2,0,1
"482","1252",36,1,4,3,0,1
"483","1252",37,1,1,1,1,1
"484","1252",38,1,1,2,1,1
"485","1252",39,1,1,3,1,1
"486","1252",40,1,2,1,1,1
"487","1252",41,1,2,2,1,1
"488","1252",42,1,2,3,1,1
"489","1252",43,1,3,1,1,1
"490","1252",44,1,3,2,1,1
"491","1252",45,1,3,3,1,1
"492","1252",46,1,4,1,1,1
"493","1252",47,1,4,2,1,1
"494","1252",48,1,4,3,1,1
"495","6469",1,1,1,1,0,1
"496","6469",3,1,1,3,0,1
"497","6469",4,1,2,1,0,1
"498","6469",5,1,2,2,0,1
"499","6469",6,1,2,3,0,1
"500","6469",7,1,3,1,0,1
"501","6469",8,1,3,2,0,1
"502","6469",9,1,3,3,0,1
"503","6469",10,1,4,1,0,1
"504","6469",11,1,4,2,0,1
"505","6469",12,1,4,3,0,1
"506","6469",13,1,1,1,1,1
"507","6469",14,1,1,2,1,1
"508","6469",15,1,1,3,1,1
"509","6469",16,0,2,1,1,1
"510","6469",17,1,2,2,1,1
"511","6469",18,1,2,3,1,1
"512","6469",19,1,3,1,1,1
"513","6469",20,1,3,2,1,1
"514","6469",21,1,3,3,1,1
"515","6469",23,0,4,2,1,1
"516","6469",25,1,1,1,0,1
"517","6469",26,1,1,2,0,1
"518","6469",27,1,1,3,0,1
"519","6469",28,1,2,1,0,1
"520","6469",29,1,2,2,0,1
"521","6469",30,1,2,3,0,1
"522","6469",31,1,3,1,0,1
"523","6469",32,1,3,2,0,1
"524","6469",33,1,3,3,0,1
"525","6469",34,0,4,1,0,1
"526","6469",35,0,4,2,0,1
"527","6469",36,1,4,3,0,1
"528","6469",37,1,1,1,1,1
"529","6469",38,1,1,2,1,1
"530","6469",39,1,1,3,1,1
"531","6469",40,1,2,1,1,1
"532","6469",41,1,2,2,1,1
"533","6469",42,1,2,3,1,1
"534","6469",43,0,3,1,1,1
"535","6469",44,1,3,2,1,1
"536","6469",45,0,3,3,1,1
"537","6469",46,1,4,1,1,1
"538","6469",47,0,4,2,1,1
"539","6469",48,1,4,3,1,1
"540","7937",1,1,1,1,0,1
"541","7937",2,1,1,2,0,1
"542","7937",3,1,1,3,0,1
"543","7937",4,1,2,1,0,1
"544","7937",5,1,2,2,0,1
"545","7937",6,1,2,3,0,1
"546","7937",8,1,3,2,0,1
"547","7937",9,1,3,3,0,1
"548","7937",10,1,4,1,0,1
"549","7937",11,1,4,2,0,1
"550","7937",12,1,4,3,0,1
"551","7937",13,1,1,1,1,1
"552","7937",14,1,1,2,1,1
"553","7937",15,1,1,3,1,1
"554","7937",16,1,2,1,1,1
"555","7937",17,1,2,2,1,1
"556","7937",18,1,2,3,1,1
"557","7937",19,1,3,1,1,1
"558","7937",20,1,3,2,1,1
"559","7937",21,1,3,3,1,1
"560","7937",22,1,4,1,1,1
"561","7937",23,1,4,2,1,1
"562","7937",24,1,4,3,1,1
"563","7937",26,1,1,2,0,1
"564","7937",27,1,1,3,0,1
"565","7937",28,1,2,1,0,1
"566","7937",29,1,2,2,0,1
"567","7937",30,1,2,3,0,1
"568","7937",31,1,3,1,0,1
"569","7937",32,1,3,2,0,1
"570","7937",33,1,3,3,0,1
"571","7937",34,1,4,1,0,1
"572","7937",35,1,4,2,0,1
"573","7937",36,1,4,3,0,1
"574","7937",37,0,1,1,1,1
"575","7937",38,0,1,2,1,1
"576","7937",40,1,2,1,1,1
"577","7937",41,1,2,2,1,1
"578","7937",42,1,2,3,1,1
"579","7937",43,1,3,1,1,1
"580","7937",44,1,3,2,1,1
"581","7937",45,1,3,3,1,1
"582","7937",46,1,4,1,1,1
"583","7937",47,1,4,2,1,1
"584","7937",48,1,4,3,1,1
"585","3928",1,1,1,1,0,1
"586","3928",2,1,1,2,0,1
"587","3928",3,1,1,3,0,1
"588","3928",5,1,2,2,0,1
"589","3928",7,1,3,1,0,1
"590","3928",8,1,3,2,0,1
"591","3928",9,1,3,3,0,1
"592","3928",12,0,4,3,0,1
"593","3928",13,1,1,1,1,1
"594","3928",14,1,1,2,1,1
"595","3928",16,1,2,1,1,1
"596","3928",18,1,2,3,1,1
"597","3928",19,1,3,1,1,1
"598","3928",20,1,3,2,1,1
"599","3928",22,1,4,1,1,1
"600","3928",23,1,4,2,1,1
"601","3928",24,1,4,3,1,1
"602","3928",25,1,1,1,0,1
"603","3928",26,1,1,2,0,1
"604","3928",27,1,1,3,0,1
"605","3928",28,0,2,1,0,1
"606","3928",29,1,2,2,0,1
"607","3928",30,1,2,3,0,1
"608","3928",31,1,3,1,0,1
"609","3928",32,1,3,2,0,1
"610","3928",33,1,3,3,0,1
"611","3928",34,1,4,1,0,1
"612","3928",35,1,4,2,0,1
"613","3928",36,1,4,3,0,1
"614","3928",37,1,1,1,1,1
"615","3928",38,1,1,2,1,1
"616","3928",41,1,2,2,1,1
"617","3928",42,1,2,3,1,1
"618","3928",43,1,3,1,1,1
"619","3928",44,1,3,2,1,1
"620","3928",45,1,3,3,1,1
"621","3928",46,1,4,1,1,1
"622","3928",47,1,4,2,1,1
"623","3928",48,1,4,3,1,1
"624","9477",1,1,1,1,0,1
"625","9477",2,1,1,2,0,1
"626","9477",3,1,1,3,0,1
"627","9477",4,1,2,1,0,1
"628","9477",5,1,2,2,0,1
"629","9477",6,1,2,3,0,1
"630","9477",7,1,3,1,0,1
"631","9477",8,1,3,2,0,1
"632","9477",9,1,3,3,0,1
"633","9477",11,1,4,2,0,1
"634","9477",12,1,4,3,0,1
"635","9477",13,1,1,1,1,1
"636","9477",15,1,1,3,1,1
"637","9477",16,1,2,1,1,1
"638","9477",17,1,2,2,1,1
"639","9477",19,1,3,1,1,1
"640","9477",20,1,3,2,1,1
"641","9477",21,1,3,3,1,1
"642","9477",26,1,1,2,0,1
"643","9477",27,1,1,3,0,1
"644","9477",28,1,2,1,0,1
"645","9477",30,1,2,3,0,1
"646","9477",31,1,3,1,0,1
"647","9477",32,1,3,2,0,1
"648","9477",33,1,3,3,0,1
"649","9477",35,1,4,2,0,1
"650","9477",37,1,1,1,1,1
"651","9477",38,1,1,2,1,1
"652","9477",39,1,1,3,1,1
"653","9477",40,1,2,1,1,1
"654","9477",41,1,2,2,1,1
"655","9477",42,1,2,3,1,1
"656","9477",43,1,3,1,1,1
"657","9477",44,1,3,2,1,1
"658","9477",45,1,3,3,1,1
"659","9477",47,1,4,2,1,1
"660","9477",48,1,4,3,1,1
"661","7512",5,1,2,2,0,1
"662","7512",7,1,3,1,0,1
"663","7512",8,1,3,2,0,1
"664","7512",9,1,3,3,0,1
"665","7512",10,1,4,1,0,1
"666","7512",11,1,4,2,0,1
"667","7512",12,1,4,3,0,1
"668","7512",13,1,1,1,1,1
"669","7512",14,1,1,2,1,1
"670","7512",16,1,2,1,1,1
"671","7512",17,1,2,2,1,1
"672","7512",18,1,2,3,1,1
"673","7512",20,1,3,2,1,1
"674","7512",21,1,3,3,1,1
"675","7512",22,1,4,1,1,1
"676","7512",23,1,4,2,1,1
"677","7512",24,1,4,3,1,1
"678","7512",25,1,1,1,0,1
"679","7512",26,1,1,2,0,1
"680","7512",27,1,1,3,0,1
"681","7512",28,1,2,1,0,1
"682","7512",29,1,2,2,0,1
"683","7512",30,1,2,3,0,1
"684","7512",31,1,3,1,0,1
"685","7512",32,1,3,2,0,1
"686","7512",33,1,3,3,0,1
"687","7512",34,1,4,1,0,1
"688","7512",35,1,4,2,0,1
"689","7512",36,1,4,3,0,1
"690","7512",37,1,1,1,1,1
"691","7512",38,1,1,2,1,1
"692","7512",39,1,1,3,1,1
"693","7512",40,1,2,1,1,1
"694","7512",41,1,2,2,1,1
"695","7512",42,1,2,3,1,1
"696","7512",43,1,3,1,1,1
"697","7512",44,1,3,2,1,1
"698","7512",45,1,3,3,1,1
"699","7512",46,1,4,1,1,1
"700","7512",47,1,4,2,1,1
"701","7512",48,1,4,3,1,1
"702","7875",1,1,1,1,0,1
"703","7875",2,1,1,2,0,1
"704","7875",3,1,1,3,0,1
"705","7875",4,1,2,1,0,1
"706","7875",5,1,2,2,0,1
"707","7875",6,1,2,3,0,1
"708","7875",7,1,3,1,0,1
"709","7875",8,1,3,2,0,1
"710","7875",9,1,3,3,0,1
"711","7875",10,1,4,1,0,1
"712","7875",11,1,4,2,0,1
"713","7875",12,1,4,3,0,1
"714","7875",14,1,1,2,1,1
"715","7875",15,1,1,3,1,1
"716","7875",16,1,2,1,1,1
"717","7875",17,1,2,2,1,1
"718","7875",18,1,2,3,1,1
"719","7875",20,1,3,2,1,1
"720","7875",21,1,3,3,1,1
"721","7875",22,1,4,1,1,1
"722","7875",23,1,4,2,1,1
"723","7875",25,1,1,1,0,1
"724","7875",26,1,1,2,0,1
"725","7875",27,1,1,3,0,1
"726","7875",28,1,2,1,0,1
"727","7875",29,1,2,2,0,1
"728","7875",30,1,2,3,0,1
"729","7875",31,1,3,1,0,1
"730","7875",32,1,3,2,0,1
"731","7875",33,1,3,3,0,1
"732","7875",34,1,4,1,0,1
"733","7875",35,1,4,2,0,1
"734","7875",36,1,4,3,0,1
"735","7875",37,1,1,1,1,1
"736","7875",38,1,1,2,1,1
"737","7875",39,1,1,3,1,1
"738","7875",40,1,2,1,1,1
"739","7875",41,1,2,2,1,1
"740","7875",42,1,2,3,1,1
"741","7875",43,1,3,1,1,1
"742","7875",44,1,3,2,1,1
"743","7875",45,1,3,3,1,1
"744","7875",46,1,4,1,1,1
"745","7875",48,1,4,3,1,1
"746","7389",1,1,1,1,0,1
"747","7389",2,1,1,2,0,1
"748","7389",3,1,1,3,0,1
"749","7389",4,1,2,1,0,1
"750","7389",5,1,2,2,0,1
"751","7389",6,1,2,3,0,1
"752","7389",7,1,3,1,0,1
"753","7389",8,1,3,2,0,1
"754","7389",9,1,3,3,0,1
"755","7389",10,1,4,1,0,1
"756","7389",11,0,4,2,0,1
"757","7389",12,1,4,3,0,1
"758","7389",14,1,1,2,1,1
"759","7389",15,1,1,3,1,1
"760","7389",16,1,2,1,1,1
"761","7389",17,1,2,2,1,1
"762","7389",18,1,2,3,1,1
"763","7389",19,1,3,1,1,1
"764","7389",20,1,3,2,1,1
"765","7389",21,1,3,3,1,1
"766","7389",23,1,4,2,1,1
"767","7389",24,1,4,3,1,1
"768","7389",25,1,1,1,0,1
"769","7389",26,1,1,2,0,1
"770","7389",27,1,1,3,0,1
"771","7389",28,1,2,1,0,1
"772","7389",29,1,2,2,0,1
"773","7389",30,1,2,3,0,1
"774","7389",31,1,3,1,0,1
