sub,decision,reward,effort,agent,Interoception
172,1,3,4,2,0.02916484
172,1,5,4,1,0.02916484
172,0,2,4,2,0.02916484
172,1,3,4,1,0.02916484
172,1,2,3,2,0.02916484
172,1,6,4,1,0.02916484
172,1,5,2,2,0.02916484
172,0,2,6,1,0.02916484
172,1,4,4,1,0.02916484
172,0,4,5,2,0.02916484
172,1,6,5,1,0.02916484
172,1,5,4,1,0.02916484
172,0,6,6,1,0.02916484
172,0,2,5,1,0.02916484
172,1,5,3,2,0.02916484
172,0,3,6,1,0.02916484
172,1,3,4,2,0.02916484
172,0,4,5,2,0.02916484
172,0,6,6,1,0.02916484
172,0,2,6,1,0.02916484
172,1,6,3,1,0.02916484
172,1,6,2,1,0.02916484
172,0,6,6,2,0.02916484
172,1,3,3,1,0.02916484
172,1,5,3,2,0.02916484
172,1,4,4,2,0.02916484
172,1,3,3,2,0.02916484
172,1,3,2,1,0.02916484
172,1,2,3,1,0.02916484
172,1,6,2,1,0.02916484
172,0,5,5,1,0.02916484
172,0,2,4,2,0.02916484
172,0,3,6,1,0.02916484
172,1,5,5,2,0.02916484
172,0,4,6,1,0.02916484
172,0,2,4,2,0.02916484
172,0,2,5,2,0.02916484
172,1,5,3,2,0.02916484
172,1,4,4,2,0.02916484
172,1,3,3,2,0.02916484
172,1,6,4,1,0.02916484
172,1,6,5,2,0.02916484
172,1,2,2,1,0.02916484
172,0,5,6,2,0.02916484
172,1,5,4,2,0.02916484
172,0,3,6,1,0.02916484
172,1,5,2,2,0.02916484
172,1,4,3,2,0.02916484
172,1,6,3,2,0.02916484
172,1,2,2,2,0.02916484
172,0,4,6,2,0.02916484
172,0,2,5,1,0.02916484
172,1,5,2,1,0.02916484
172,1,3,2,1,0.02916484
172,0,6,6,1,0.02916484
172,0,2,5,2,0.02916484
172,1,2,3,1,0.02916484
172,0,2,6,2,0.02916484
172,0,4,5,1,0.02916484
172,1,4,3,1,0.02916484
172,1,5,4,2,0.02916484
172,0,4,5,1,0.02916484
172,0,3,6,2,0.02916484
172,1,3,2,2,0.02916484
172,1,5,4,1,0.02916484
172,1,2,3,1,0.02916484
172,1,6,5,1,0.02916484
172,1,3,5,2,0.02916484
172,0,5,6,2,0.02916484
172,1,5,5,1,0.02916484
172,0,2,4,1,0.02916484
172,0,6,6,2,0.02916484
172,1,4,2,1,0.02916484
172,1,2,3,2,0.02916484
172,0,3,5,2,0.02916484
172,1,2,2,2,0.02916484
172,0,2,6,2,0.02916484
172,1,6,5,2,0.02916484
172,1,3,4,1,0.02916484
172,1,6,3,2,0.02916484
172,1,2,2,2,0.02916484
172,0,2,6,2,0.02916484
172,1,5,2,1,0.02916484
172,1,5,5,2,0.02916484
172,1,6,2,1,0.02916484
172,1,6,4,2,0.02916484
172,1,6,5,1,0.02916484
172,1,4,2,2,0.02916484
172,0,3,6,2,0.02916484
172,1,4,3,2,0.02916484
172,1,3,2,1,0.02916484
172,0,2,5,2,0.02916484
172,1,3,2,2,0.02916484
172,1,6,2,2,0.02916484
172,1,5,3,1,0.02916484
172,1,3,3,2,0.02916484
172,1,6,3,2,0.02916484
172,1,4,2,1,0.02916484
172,1,2,2,1,0.02916484
172,0,2,5,1,0.02916484
172,0,4,6,1,0.02916484
172,1,4,2,2,0.02916484
172,1,2,2,1,0.02916484
172,1,4,4,1,0.02916484
172,1,6,4,2,0.02916484
172,1,6,4,2,0.02916484
172,1,5,5,1,0.02916484
172,1,3,5,1,0.02916484
172,0,6,6,2,0.02916484
172,1,3,5,1,0.02916484
172,1,5,3,1,0.02916484
172,0,2,6,1,0.02916484
172,1,4,4,2,0.02916484
172,1,4,3,1,0.02916484
172,1,5,2,2,0.02916484
172,1,4,3,2,0.02916484
172,1,3,3,1,0.02916484
172,1,5,3,1,0.02916484
172,0,2,3,2,0.02916484
172,1,4,3,1,0.02916484
172,0,2,4,1,0.02916484
172,1,6,4,1,0.02916484
172,1,3,4,1,0.02916484
172,0,4,6,1,0.02916484
172,1,6,5,2,0.02916484
172,1,4,5,1,0.02916484
173,1,4,6,2,0.01190265
173,1,2,4,1,0.01190265
173,1,6,2,2,0.01190265
173,1,4,4,1,0.01190265
173,1,6,2,2,0.01190265
173,0,3,5,1,0.01190265
173,1,3,2,2,0.01190265
173,0,4,5,2,0.01190265
173,1,5,5,2,0.01190265
173,0,4,6,2,0.01190265
173,1,6,3,1,0.01190265
173,0,3,5,2,0.01190265
173,1,5,6,1,0.01190265
173,1,6,3,1,0.01190265
173,0,5,6,1,0.01190265
173,0,5,4,2,0.01190265
173,1,5,2,1,0.01190265
173,1,5,6,1,0.01190265
173,1,3,3,1,0.01190265
173,0,3,6,2,0.01190265
173,1,3,4,2,0.01190265
173,0,5,6,2,0.01190265
173,1,4,2,1,0.01190265
173,1,4,2,2,0.01190265
173,1,3,4,2,0.01190265
173,1,5,4,1,0.01190265
173,0,2,4,2,0.01190265
173,1,3,4,1,0.01190265
173,1,2,3,2,0.01190265
173,1,6,4,1,0.01190265
173,1,5,2,2,0.01190265
173,0,2,6,1,0.01190265
173,1,4,4,1,0.01190265
173,0,4,5,2,0.01190265
173,1,6,5,1,0.01190265
173,1,5,4,1,0.01190265
173,1,6,6,1,0.01190265
173,0,2,5,1,0.01190265
173,1,5,3,2,0.01190265
173,0,3,6,1,0.01190265
173,1,3,4,2,0.01190265
173,0,4,5,2,0.01190265
173,1,6,6,1,0.01190265
173,0,2,6,1,0.01190265
173,1,6,3,1,0.01190265
173,1,6,2,1,0.01190265
173,1,6,6,2,0.01190265
173,1,3,3,1,0.01190265
173,1,5,3,2,0.01190265
173,0,4,4,2,0.01190265
173,1,3,3,2,0.01190265
173,1,3,2,1,0.01190265
173,1,2,3,1,0.01190265
173,1,6,2,1,0.01190265
173,1,5,5,1,0.01190265
173,0,2,4,2,0.01190265
173,0,3,6,1,0.01190265
173,1,5,5,2,0.01190265
173,0,4,6,1,0.01190265
173,0,2,4,2,0.01190265
173,0,2,5,2,0.01190265
173,1,5,3,2,0.01190265
173,1,4,4,2,0.01190265
173,1,3,3,2,0.01190265
173,1,6,4,1,0.01190265
173,1,6,5,2,0.01190265
173,1,2,2,1,0.01190265
173,0,5,6,2,0.01190265
173,1,5,4,2,0.01190265
173,0,3,6,1,0.01190265
173,1,5,2,2,0.01190265
173,1,4,3,2,0.01190265
173,1,6,3,2,0.01190265
173,1,2,2,2,0.01190265
173,0,4,6,2,0.01190265
173,0,2,5,1,0.01190265
173,1,5,2,1,0.01190265
173,1,3,2,1,0.01190265
173,1,6,6,1,0.01190265
173,0,2,5,2,0.01190265
173,1,2,3,1,0.01190265
173,0,2,6,2,0.01190265
173,1,4,5,1,0.01190265
173,1,4,3,1,0.01190265
173,1,5,4,2,0.01190265
173,1,4,5,1,0.01190265
173,0,3,6,2,0.01190265
173,1,3,2,2,0.01190265
173,1,5,4,1,0.01190265
173,1,2,3,1,0.01190265
173,1,6,5,1,0.01190265
173,0,3,5,2,0.01190265
173,0,5,6,2,0.01190265
173,1,5,5,1,0.01190265
173,0,2,4,1,0.01190265
173,1,6,6,2,0.01190265
173,1,4,2,1,0.01190265
173,0,2,3,2,0.01190265
173,0,3,5,2,0.01190265
173,1,2,2,2,0.01190265
173,0,2,6,2,0.01190265
173,1,6,5,2,0.01190265
173,1,3,4,1,0.01190265
173,1,6,3,2,0.01190265
173,1,2,2,2,0.01190265
173,0,2,6,2,0.01190265
173,1,5,2,1,0.01190265
173,1,5,5,2,0.01190265
173,1,6,2,1,0.01190265
173,1,6,4,2,0.01190265
173,1,6,5,1,0.01190265
173,1,4,2,2,0.01190265
173,0,3,6,2,0.01190265
173,1,4,3,2,0.01190265
173,1,3,2,1,0.01190265
173,0,2,5,2,0.01190265
173,1,3,2,2,0.01190265
173,1,6,2,2,0.01190265
173,1,5,3,1,0.01190265
173,1,3,3,2,0.01190265
173,1,6,3,2,0.01190265
173,1,4,2,1,0.01190265
173,1,2,2,1,0.01190265
173,1,2,5,1,0.01190265
173,0,4,6,1,0.01190265
173,1,4,2,2,0.01190265
173,1,2,2,1,0.01190265
173,1,4,4,1,0.01190265
173,1,6,4,2,0.01190265
173,1,6,4,2,0.01190265
173,1,5,5,1,0.01190265
173,1,3,5,1,0.01190265
173,0,6,6,2,0.01190265
173,0,3,5,1,0.01190265
173,1,5,3,1,0.01190265
173,0,2,6,1,0.01190265
173,1,4,4,2,0.01190265
173,1,4,3,1,0.01190265
173,1,5,2,2,0.01190265
173,1,4,3,2,0.01190265
173,1,3,3,1,0.01190265
173,1,5,3,1,0.01190265
173,1,2,3,2,0.01190265
173,1,4,3,1,0.01190265
173,1,2,4,1,0.01190265
173,1,6,4,1,0.01190265
173,1,3,4,1,0.01190265
173,0,4,6,1,0.01190265
173,1,6,5,2,0.01190265
173,0,4,5,1,0.01190265
177,0,4,6,2,-0.022962023
177,1,2,4,1,-0.022962023
177,1,6,2,2,-0.022962023
177,1,4,4,1,-0.022962023
177,1,6,2,2,-0.022962023
177,0,3,5,1,-0.022962023
177,1,3,2,2,-0.022962023
177,0,4,5,2,-0.022962023
177,1,5,5,2,-0.022962023
177,0,4,6,2,-0.022962023
177,1,6,3,1,-0.022962023
177,1,3,5,2,-0.022962023
177,0,5,6,1,-0.022962023
177,1,6,3,1,-0.022962023
177,0,5,6,1,-0.022962023
177,1,5,4,2,-0.022962023
177,1,5,2,1,-0.022962023
177,0,5,6,1,-0.022962023
177,0,3,3,1,-0.022962023
177,0,3,6,2,-0.022962023
177,1,3,4,2,-0.022962023
177,0,5,6,2,-0.022962023
177,1,4,2,1,-0.022962023
177,1,4,2,2,-0.022962023
177,1,3,4,2,-0.022962023
177,1,5,4,1,-0.022962023
177,1,2,4,2,-0.022962023
177,1,3,4,1,-0.022962023
177,1,2,3,2,-0.022962023
177,1,6,4,1,-0.022962023
177,1,5,2,2,-0.022962023
177,1,2,6,1,-0.022962023
177,1,4,4,1,-0.022962023
177,1,4,5,2,-0.022962023
177,1,6,5,1,-0.022962023
177,1,5,4,1,-0.022962023
177,1,6,6,1,-0.022962023
177,1,2,5,1,-0.022962023
177,1,5,3,2,-0.022962023
177,1,3,6,1,-0.022962023
177,1,3,4,2,-0.022962023
177,1,4,5,2,-0.022962023
177,1,6,6,1,-0.022962023
177,1,2,6,1,-0.022962023
177,1,6,3,1,-0.022962023
177,1,6,2,1,-0.022962023
177,1,6,6,2,-0.022962023
177,1,3,3,1,-0.022962023
177,1,5,3,2,-0.022962023
177,1,4,4,2,-0.022962023
177,1,3,3,2,-0.022962023
177,1,3,2,1,-0.022962023
177,1,2,3,1,-0.022962023
177,1,6,2,1,-0.022962023
177,1,5,5,1,-0.022962023
177,1,2,4,2,-0.022962023
177,1,3,6,1,-0.022962023
177,1,5,5,2,-0.022962023
177,1,4,6,1,-0.022962023
177,1,2,4,2,-0.022962023
177,1,2,5,2,-0.022962023
177,1,5,3,2,-0.022962023
177,1,4,4,2,-0.022962023
177,1,3,3,2,-0.022962023
177,1,6,4,1,-0.022962023
177,1,6,5,2,-0.022962023
177,1,2,2,1,-0.022962023
177,1,5,6,2,-0.022962023
177,1,5,4,2,-0.022962023
177,1,3,6,1,-0.022962023
177,1,5,2,2,-0.022962023
177,1,4,3,2,-0.022962023
177,1,6,3,2,-0.022962023
177,1,2,2,2,-0.022962023
177,1,4,6,2,-0.022962023
177,1,2,5,1,-0.022962023
177,1,5,2,1,-0.022962023
177,1,3,2,1,-0.022962023
177,1,6,6,1,-0.022962023
177,1,2,5,2,-0.022962023
177,1,2,3,1,-0.022962023
177,0,2,6,2,-0.022962023
177,1,4,5,1,-0.022962023
177,1,4,3,1,-0.022962023
177,1,5,4,2,-0.022962023
177,1,4,5,1,-0.022962023
177,1,3,6,2,-0.022962023
177,1,3,2,2,-0.022962023
177,1,5,4,1,-0.022962023
177,1,2,3,1,-0.022962023
177,1,6,5,1,-0.022962023
177,1,3,5,2,-0.022962023
177,1,5,6,2,-0.022962023
177,1,5,5,1,-0.022962023
177,1,2,4,1,-0.022962023
177,1,6,6,2,-0.022962023
177,1,4,2,1,-0.022962023
177,1,2,3,2,-0.022962023
177,1,3,5,2,-0.022962023
177,1,2,2,2,-0.022962023
177,0,2,6,2,-0.022962023
177,1,6,5,2,-0.022962023
177,1,3,4,1,-0.022962023
177,1,6,3,2,-0.022962023
177,1,2,2,2,-0.022962023
177,0,2,6,2,-0.022962023
177,1,5,2,1,-0.022962023
177,1,5,5,2,-0.022962023
177,1,6,2,1,-0.022962023
177,1,6,4,2,-0.022962023
177,1,6,5,1,-0.022962023
177,1,4,2,2,-0.022962023
177,1,3,6,2,-0.022962023
177,1,4,3,2,-0.022962023
177,1,3,2,1,-0.022962023
177,1,2,5,2,-0.022962023
177,1,3,2,2,-0.022962023
177,1,6,2,2,-0.022962023
177,1,5,3,1,-0.022962023
177,1,3,3,2,-0.022962023
177,1,6,3,2,-0.022962023
177,1,4,2,1,-0.022962023
177,1,2,2,1,-0.022962023
177,1,2,5,1,-0.022962023
177,1,4,6,1,-0.022962023
177,1,4,2,2,-0.022962023
177,1,2,2,1,-0.022962023
177,1,4,4,1,-0.022962023
177,1,6,4,2,-0.022962023
177,1,6,4,2,-0.022962023
177,1,5,5,1,-0.022962023
177,1,3,5,1,-0.022962023
177,1,6,6,2,-0.022962023
177,1,3,5,1,-0.022962023
177,1,5,3,1,-0.022962023
177,1,2,6,1,-0.022962023
177,1,4,4,2,-0.022962023
177,0,4,3,1,-0.022962023
177,1,5,2,2,-0.022962023
177,1,4,3,2,-0.022962023
177,1,3,3,1,-0.022962023
177,1,5,3,1,-0.022962023
177,1,2,3,2,-0.022962023
177,1,4,3,1,-0.022962023
177,1,2,4,1,-0.022962023
177,1,6,4,1,-0.022962023
177,1,3,4,1,-0.022962023
177,1,4,6,1,-0.022962023
177,1,6,5,2,-0.022962023
177,1,4,5,1,-0.022962023
178,0,4,6,2,0.091453357
178,0,2,4,1,0.091453357
178,1,6,2,2,0.091453357
178,0,4,4,1,0.091453357
178,1,6,2,2,0.091453357
178,0,3,5,1,0.091453357
178,1,3,2,2,0.091453357
178,0,4,5,2,0.091453357
178,0,5,5,2,0.091453357
178,0,4,6,2,0.091453357
178,1,6,3,1,0.091453357
178,0,3,5,2,0.091453357
178,0,5,6,1,0.091453357
178,1,6,3,1,0.091453357
178,0,5,6,1,0.091453357
178,0,5,4,2,0.091453357
178,1,5,2,1,0.091453357
178,0,5,6,1,0.091453357
178,1,3,3,1,0.091453357
178,0,3,6,2,0.091453357
178,0,3,4,2,0.091453357
178,0,5,6,2,0.091453357
178,1,4,2,1,0.091453357
178,1,4,2,2,0.091453357
178,0,3,4,2,0.091453357
178,1,5,4,1,0.091453357
178,0,2,4,2,0.091453357
178,1,3,4,1,0.091453357
178,1,2,3,2,0.091453357
178,1,6,4,1,0.091453357
178,1,5,2,2,0.091453357
178,0,2,6,1,0.091453357
178,1,4,4,1,0.091453357
178,0,4,5,2,0.091453357
178,0,6,5,1,0.091453357
178,1,5,4,1,0.091453357
178,0,6,6,1,0.091453357
178,0,2,5,1,0.091453357
178,1,5,3,2,0.091453357
178,0,3,6,1,0.091453357
178,1,3,4,2,0.091453357
178,0,4,5,2,0.091453357
178,0,6,6,1,0.091453357
178,0,2,6,1,0.091453357
178,1,6,3,1,0.091453357
178,1,6,2,1,0.091453357
178,0,6,6,2,0.091453357
178,1,3,3,1,0.091453357
178,1,5,3,2,0.091453357
178,1,4,4,2,0.091453357
178,1,3,3,2,0.091453357
178,1,3,2,1,0.091453357
178,1,2,3,1,0.091453357
178,1,6,2,1,0.091453357
178,0,5,5,1,0.091453357
178,1,2,4,2,0.091453357
178,0,3,6,1,0.091453357
178,0,5,5,2,0.091453357
178,0,4,6,1,0.091453357
178,1,2,4,2,0.091453357
178,0,2,5,2,0.091453357
178,1,5,3,2,0.091453357
178,1,4,4,2,0.091453357
178,1,3,3,2,0.091453357
178,1,6,4,1,0.091453357
178,0,6,5,2,0.091453357
178,1,2,2,1,0.091453357
178,0,5,6,2,0.091453357
178,1,5,4,2,0.091453357
178,0,3,6,1,0.091453357
178,1,5,2,2,0.091453357
178,1,4,3,2,0.091453357
178,1,6,3,2,0.091453357
178,1,2,2,2,0.091453357
178,0,4,6,2,0.091453357
178,0,2,5,1,0.091453357
178,1,5,2,1,0.091453357
178,1,3,2,1,0.091453357
178,0,6,6,1,0.091453357
178,0,2,5,2,0.091453357
178,1,2,3,1,0.091453357
178,0,2,6,2,0.091453357
178,0,4,5,1,0.091453357
178,1,4,3,1,0.091453357
178,1,5,4,2,0.091453357
178,0,4,5,1,0.091453357
178,0,3,6,2,0.091453357
178,1,3,2,2,0.091453357
178,1,5,4,1,0.091453357
178,1,2,3,1,0.091453357
178,0,6,5,1,0.091453357
178,0,3,5,2,0.091453357
178,0,5,6,2,0.091453357
178,0,5,5,1,0.091453357
178,1,2,4,1,0.091453357
178,0,6,6,2,0.091453357
178,1,4,2,1,0.091453357
178,1,2,3,2,0.091453357
178,0,3,5,2,0.091453357
178,1,2,2,2,0.091453357
178,0,2,6,2,0.091453357
178,0,6,5,2,0.091453357
178,0,3,4,1,0.091453357
178,1,6,3,2,0.091453357
178,1,2,2,2,0.091453357
178,0,2,6,2,0.091453357
178,1,5,2,1,0.091453357
178,0,5,5,2,0.091453357
178,1,6,2,1,0.091453357
178,1,6,4,2,0.091453357
178,0,6,5,1,0.091453357
178,1,4,2,2,0.091453357
178,0,3,6,2,0.091453357
178,1,4,3,2,0.091453357
178,1,3,2,1,0.091453357
178,0,2,5,2,0.091453357
178,0,3,2,2,0.091453357
178,1,6,2,2,0.091453357
178,1,5,3,1,0.091453357
178,1,3,3,2,0.091453357
178,1,6,3,2,0.091453357
178,1,4,2,1,0.091453357
178,1,2,2,1,0.091453357
178,0,2,5,1,0.091453357
178,0,4,6,1,0.091453357
178,1,4,2,2,0.091453357
178,1,2,2,1,0.091453357
178,1,4,4,1,0.091453357
178,1,6,4,2,0.091453357
178,1,6,4,2,0.091453357
178,0,5,5,1,0.091453357
178,0,3,5,1,0.091453357
178,0,6,6,2,0.091453357
178,0,3,5,1,0.091453357
178,1,5,3,1,0.091453357
178,0,2,6,1,0.091453357
178,1,4,4,2,0.091453357
178,1,4,3,1,0.091453357
178,1,5,2,2,0.091453357
178,1,4,3,2,0.091453357
178,1,3,3,1,0.091453357
178,1,5,3,1,0.091453357
178,1,2,3,2,0.091453357
178,1,4,3,1,0.091453357
178,0,2,4,1,0.091453357
178,1,6,4,1,0.091453357
178,1,3,4,1,0.091453357
178,0,4,6,1,0.091453357
178,0,6,5,2,0.091453357
178,0,4,5,1,0.091453357
179,0,4,6,2,-0.024348854
179,0,2,4,1,-0.024348854
179,1,6,2,2,-0.024348854
179,1,4,4,1,-0.024348854
179,1,6,2,2,-0.024348854
179,0,3,5,1,-0.024348854
179,1,3,2,2,-0.024348854
179,0,4,5,2,-0.024348854
179,0,5,5,2,-0.024348854
179,0,4,6,2,-0.024348854
179,1,6,3,1,-0.024348854
179,0,3,5,2,-0.024348854
179,1,5,6,1,-0.024348854
179,1,6,3,1,-0.024348854
179,1,5,6,1,-0.024348854
179,1,5,4,2,-0.024348854
179,1,5,2,1,-0.024348854
179,1,5,6,1,-0.024348854
179,1,3,3,1,-0.024348854
179,0,3,6,2,-0.024348854
179,1,3,4,2,-0.024348854
179,0,5,6,2,-0.024348854
179,1,4,2,1,-0.024348854
179,1,4,2,2,-0.024348854
179,1,3,4,2,-0.024348854
179,1,5,4,1,-0.024348854
179,0,2,4,2,-0.024348854
179,1,3,4,1,-0.024348854
179,0,2,3,2,-0.024348854
179,1,6,4,1,-0.024348854
179,1,5,2,2,-0.024348854
179,0,2,6,1,-0.024348854
179,1,4,4,1,-0.024348854
179,0,4,5,2,-0.024348854
179,1,6,5,1,-0.024348854
179,1,5,4,1,-0.024348854
179,1,6,6,1,-0.024348854
179,0,2,5,1,-0.024348854
179,1,5,3,2,-0.024348854
179,0,3,6,1,-0.024348854
179,1,3,4,2,-0.024348854
179,1,4,5,2,-0.024348854
179,1,6,6,1,-0.024348854
179,0,2,6,1,-0.024348854
179,1,6,3,1,-0.024348854
179,1,6,2,1,-0.024348854
179,1,6,6,2,-0.024348854
179,1,3,3,1,-0.024348854
179,1,5,3,2,-0.024348854
179,1,4,4,2,-0.024348854
179,1,3,3,2,-0.024348854
179,1,3,2,1,-0.024348854
179,1,2,3,1,-0.024348854
179,1,6,2,1,-0.024348854
179,1,5,5,1,-0.024348854
179,0,2,4,2,-0.024348854
179,0,3,6,1,-0.024348854
179,1,5,5,2,-0.024348854
179,0,4,6,1,-0.024348854
179,0,2,4,2,-0.024348854
179,0,2,5,2,-0.024348854
179,1,5,3,2,-0.024348854
179,1,4,4,2,-0.024348854
179,1,3,3,2,-0.024348854
179,1,6,4,1,-0.024348854
179,1,6,5,2,-0.024348854
179,1,2,2,1,-0.024348854
179,1,5,6,2,-0.024348854
179,1,5,4,2,-0.024348854
179,0,3,6,1,-0.024348854
179,1,5,2,2,-0.024348854
179,1,4,3,2,-0.024348854
179,1,6,3,2,-0.024348854
179,1,2,2,2,-0.024348854
179,0,4,6,2,-0.024348854
179,0,2,5,1,-0.024348854
179,1,5,2,1,-0.024348854
179,1,3,2,1,-0.024348854
179,1,6,6,1,-0.024348854
179,0,2,5,2,-0.024348854
179,1,2,3,1,-0.024348854
179,0,2,6,2,-0.024348854
179,1,4,5,1,-0.024348854
179,1,4,3,1,-0.024348854
179,1,5,4,2,-0.024348854
179,0,4,5,1,-0.024348854
179,0,3,6,2,-0.024348854
179,1,3,2,2,-0.024348854
179,1,5,4,1,-0.024348854
179,1,2,3,1,-0.024348854
179,1,6,5,1,-0.024348854
179,0,3,5,2,-0.024348854
179,1,5,6,2,-0.024348854
179,1,5,5,1,-0.024348854
179,0,2,4,1,-0.024348854
179,1,6,6,2,-0.024348854
179,1,4,2,1,-0.024348854
179,1,2,3,2,-0.024348854
179,0,3,5,2,-0.024348854
179,1,2,2,2,-0.024348854
179,0,2,6,2,-0.024348854
179,1,6,5,2,-0.024348854
179,1,3,4,1,-0.024348854
179,1,6,3,2,-0.024348854
179,1,2,2,2,-0.024348854
179,0,2,6,2,-0.024348854
179,1,5,2,1,-0.024348854
179,1,5,5,2,-0.024348854
179,1,6,2,1,-0.024348854
179,1,6,4,2,-0.024348854
179,1,6,5,1,-0.024348854
179,1,4,2,2,-0.024348854
179,0,3,6,2,-0.024348854
179,1,4,3,2,-0.024348854
179,1,3,2,1,-0.024348854
179,0,2,5,2,-0.024348854
179,1,3,2,2,-0.024348854
179,1,6,2,2,-0.024348854
179,1,5,3,1,-0.024348854
179,1,3,3,2,-0.024348854
179,1,6,3,2,-0.024348854
179,1,4,2,1,-0.024348854
179,1,2,2,1,-0.024348854
179,0,2,5,1,-0.024348854
179,0,4,6,1,-0.024348854
179,1,4,2,2,-0.024348854
179,1,2,2,1,-0.024348854
179,1,4,4,1,-0.024348854
179,1,6,4,2,-0.024348854
179,1,6,4,2,-0.024348854
179,1,5,5,1,-0.024348854
179,0,3,5,1,-0.024348854
179,1,6,6,2,-0.024348854
179,0,3,5,1,-0.024348854
179,1,5,3,1,-0.024348854
179,0,2,6,1,-0.024348854
179,1,4,4,2,-0.024348854
179,1,4,3,1,-0.024348854
179,1,5,2,2,-0.024348854
179,1,4,3,2,-0.024348854
179,1,3,3,1,-0.024348854
179,1,5,3,1,-0.024348854
179,0,2,3,2,-0.024348854
179,1,4,3,1,-0.024348854
179,0,2,4,1,-0.024348854
179,1,6,4,1,-0.024348854
179,1,3,4,1,-0.024348854
179,0,4,6,1,-0.024348854
179,1,6,5,2,-0.024348854
179,0,4,5,1,-0.024348854
180,0,4,6,2,-0.035181563
180,1,2,4,1,-0.035181563
180,0,6,2,2,-0.035181563
180,1,4,4,1,-0.035181563
180,0,6,2,2,-0.035181563
180,1,3,5,1,-0.035181563
180,1,3,2,2,-0.035181563
180,0,4,5,2,-0.035181563
180,0,5,5,2,-0.035181563
180,0,4,6,2,-0.035181563
180,1,6,3,1,-0.035181563
180,0,3,5,2,-0.035181563
180,1,5,6,1,-0.035181563
180,1,6,3,1,-0.035181563
180,1,5,6,1,-0.035181563
180,0,5,4,2,-0.035181563
180,1,5,2,1,-0.035181563
180,1,5,6,1,-0.035181563
180,0,3,3,1,-0.035181563
180,0,3,6,2,-0.035181563
180,0,3,4,2,-0.035181563
180,0,5,6,2,-0.035181563
180,1,4,2,1,-0.035181563
180,0,4,2,2,-0.035181563
180,0,3,4,2,-0.035181563
180,1,5,4,1,-0.035181563
180,0,2,4,2,-0.035181563
180,1,3,4,1,-0.035181563
180,0,2,3,2,-0.035181563
180,1,6,4,1,-0.035181563
180,1,5,2,2,-0.035181563
180,1,2,6,1,-0.035181563
180,1,4,4,1,-0.035181563
180,0,4,5,2,-0.035181563
180,1,6,5,1,-0.035181563
180,1,5,4,1,-0.035181563
180,1,6,6,1,-0.035181563
180,1,2,5,1,-0.035181563
180,0,5,3,2,-0.035181563
180,1,3,6,1,-0.035181563
180,0,3,4,2,-0.035181563
180,0,4,5,2,-0.035181563
180,1,6,6,1,-0.035181563
180,1,2,6,1,-0.035181563
180,0,6,3,1,-0.035181563
180,1,6,2,1,-0.035181563
180,0,6,6,2,-0.035181563
180,1,3,3,1,-0.035181563
180,0,5,3,2,-0.035181563
180,0,4,4,2,-0.035181563
180,0,3,3,2,-0.035181563
180,1,3,2,1,-0.035181563
180,1,2,3,1,-0.035181563
180,1,6,2,1,-0.035181563
180,1,5,5,1,-0.035181563
180,0,2,4,2,-0.035181563
180,1,3,6,1,-0.035181563
180,0,5,5,2,-0.035181563
180,1,4,6,1,-0.035181563
180,0,2,4,2,-0.035181563
180,0,2,5,2,-0.035181563
180,1,5,3,2,-0.035181563
180,0,4,4,2,-0.035181563
180,0,3,3,2,-0.035181563
180,1,6,4,1,-0.035181563
180,0,6,5,2,-0.035181563
180,1,2,2,1,-0.035181563
180,0,5,6,2,-0.035181563
180,0,5,4,2,-0.035181563
180,1,3,6,1,-0.035181563
180,1,5,2,2,-0.035181563
180,0,4,3,2,-0.035181563
180,1,6,3,2,-0.035181563
180,0,2,2,2,-0.035181563
180,0,4,6,2,-0.035181563
180,1,2,5,1,-0.035181563
180,1,5,2,1,-0.035181563
180,1,3,2,1,-0.035181563
180,1,6,6,1,-0.035181563
180,0,2,5,2,-0.035181563
180,1,2,3,1,-0.035181563
180,0,2,6,2,-0.035181563
180,1,4,5,1,-0.035181563
180,1,4,3,1,-0.035181563
180,0,5,4,2,-0.035181563
180,1,4,5,1,-0.035181563
180,0,3,6,2,-0.035181563
180,1,3,2,2,-0.035181563
180,1,5,4,1,-0.035181563
180,1,2,3,1,-0.035181563
180,1,6,5,1,-0.035181563
180,0,3,5,2,-0.035181563
180,0,5,6,2,-0.035181563
180,1,5,5,1,-0.035181563
180,1,2,4,1,-0.035181563
180,0,6,6,2,-0.035181563
180,1,4,2,1,-0.035181563
180,0,2,3,2,-0.035181563
180,0,3,5,2,-0.035181563
180,0,2,2,2,-0.035181563
180,0,2,6,2,-0.035181563
180,0,6,5,2,-0.035181563
180,1,3,4,1,-0.035181563
180,1,6,3,2,-0.035181563
180,0,2,2,2,-0.035181563
180,0,2,6,2,-0.035181563
180,1,5,2,1,-0.035181563
180,0,5,5,2,-0.035181563
180,1,6,2,1,-0.035181563
180,0,6,4,2,-0.035181563
180,1,6,5,1,-0.035181563
180,1,4,2,2,-0.035181563
180,0,3,6,2,-0.035181563
180,0,4,3,2,-0.035181563
180,1,3,2,1,-0.035181563
180,0,2,5,2,-0.035181563
180,0,3,2,2,-0.035181563
180,1,6,2,2,-0.035181563
180,1,5,3,1,-0.035181563
180,0,3,3,2,-0.035181563
180,0,6,3,2,-0.035181563
